"","entidad","munici","ds2","ds3","ds5a","ds6","ds7","ds8","ds10","ds16","ds21","tb02","dm1b","dm1d","di1a","di1b","di1c","di1d","di1e","di1f","di1h","al1","di1g","ds9","ds14","ds22","ds23","tb06","dm4b","dm4d","di4a","di4b","di4c","di4d","di4e","di4f","di4h","al3"
"21378",0.354838709677419,0.109090909090909,0,0.8,0,0,0,0.5,0,0.571428571428571,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0,1,0.0909090909090909,0.333333333333333,0.142857142857143,1,1,1,1,1,1,1,1,1,0.142857142857143
"21383",0.354838709677419,0.109090909090909,0,0.8,0,0,0.8,0.5,0,0.571428571428571,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0,1,0,0.333333333333333,0.142857142857143,1,1,1,1,1,1,1,1,1,0.285714285714286
"21387",0.354838709677419,0.109090909090909,0,0.4,0,0,0,0.5,0,0.285714285714286,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0714285714285714,1,0.181818181818182,0.333333333333333,0.285714285714286,1,1,1,1,1,1,1,1,1,0.285714285714286
"21397",0.354838709677419,0.109090909090909,0,0.8,0,0,0,0.5,0,0.571428571428571,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0,1,0.0909090909090909,0.333333333333333,0.142857142857143,1,1,1,1,1,1,1,1,1,0.142857142857143
"21401",0.354838709677419,0.109090909090909,0,0.8,0,0,0,0,0,0.571428571428571,1,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,1,1,1,1,0.142857142857143,1,1,1,1,1,1,1,1,1,0.142857142857143
"21409",0.354838709677419,0.109090909090909,0,0.6,1,0,0.8,0.5,1,0.428571428571429,0,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,1,0.125,0.0204081632653061,1,0.272727272727273,0.333333333333333,0.142857142857143,1,1,1,1,1,1,1,1,1,1
"21410",0.354838709677419,0.109090909090909,0,0.2,0,0.2,0,0.5,0,0.571428571428571,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0510204081632653,1,0.181818181818182,0.333333333333333,0.142857142857143,1,1,1,1,1,1,1,1,1,0.142857142857143
"21412",0.354838709677419,0.109090909090909,1,0,0,1,0,1,1,0.714285714285714,1,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.125,0,0.125,0.0204081632653061,0.0769230769230769,1,1,1,1,1,1,1,1,1,0.142857142857143,1,1,0.142857142857143
"21420",0.354838709677419,0.109090909090909,0,0.2,0,0.2,0,0.5,0,0.5,0,0.25,0.125,0.125,0.125,0,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0306122448979592,1,0.0909090909090909,0.333333333333333,1,1,1,1,0.285714285714286,1,1,1,1,1,0.142857142857143
"21435",0.354838709677419,0.118181818181818,0,0.2,0,0.2,0,0.5,0,1,1,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0306122448979592,1,1,1,0.142857142857143,1,1,1,1,1,1,1,1,1,0.142857142857143
"21436",0.354838709677419,0.118181818181818,0,0.4,0,0.6,0,0.5,0,0.285714285714286,0,0.25,0.125,0.125,0,0,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0408163265306122,1,0,0.333333333333333,1,1,1,0.142857142857143,0.285714285714286,1,1,1,1,1,0.142857142857143
"21445",0.354838709677419,0.118181818181818,0,0.4,0,0.2,1,0.5,0,0.285714285714286,0,0.125,0.125,0.125,0,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0408163265306122,1,0.0909090909090909,0.333333333333333,0.142857142857143,1,1,0.142857142857143,1,1,1,1,1,1,0.142857142857143
"21452",0.354838709677419,0.118181818181818,1,0.6,1,0,1,0.5,0,0.428571428571429,0,0.25,0.125,0.125,0,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0204081632653061,1,0.0909090909090909,0.333333333333333,1,1,1,0.285714285714286,1,1,1,1,1,1,0.142857142857143
"21457",0.354838709677419,0.118181818181818,0,0.2,0,1,0,0.5,0,0.428571428571429,1,0.125,0.125,0.125,0.125,0,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0102040816326531,1,1,1,0.142857142857143,1,1,1,0.142857142857143,1,1,1,1,1,0.142857142857143
"21467",0.354838709677419,0.121818181818182,0,0.2,0,0,1,0.5,1,0.785714285714286,0,0.25,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0306122448979592,0.692307692307692,0.272727272727273,0.333333333333333,1,1,1,1,1,1,1,1,1,1,0.142857142857143
"21471",0.354838709677419,0.121818181818182,0,0.8,0,0,0,0.5,0,0.5,0,0.25,0,0.125,0.125,0,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0102040816326531,1,0,0.333333333333333,1,1,1,1,0.428571428571429,1,1,1,1,1,0.142857142857143
"21473",0.354838709677419,0.121818181818182,0,0.2,1,0,0,0.5,0,0.571428571428571,0,0.25,0.125,0.125,0,0,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0408163265306122,1,0.181818181818182,0.333333333333333,1,1,1,0.285714285714286,0.285714285714286,1,1,1,1,1,0.142857142857143
"21475",0.354838709677419,0.121818181818182,0,0.8,1,0,0,0.5,0,0.5,0,0.25,0.125,0.125,0.125,0,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0306122448979592,1,0.0909090909090909,0.333333333333333,1,1,1,1,0.142857142857143,1,1,1,1,1,0.142857142857143
"21491",0.354838709677419,0.123636363636364,0,0,0,1,0,0.5,0,0.571428571428571,1,0.125,0.125,0.125,0,0,0,0.125,0.125,0.125,0.125,0,0.125,0.0204081632653061,1,1,1,0.142857142857143,1,1,0.142857142857143,0.142857142857143,0.142857142857143,1,1,1,1,0.142857142857143
"21503",0.354838709677419,0.130909090909091,1,0.6,1,0,0,0.5,1,0.785714285714286,0,0.25,0.125,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,1,0.125,0,0,0.0909090909090909,0.333333333333333,1,1,1,1,1,1,1,1,1,1,1
"21508",0.354838709677419,0.130909090909091,0,0.6,1,1,0,0.5,0,0.285714285714286,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0714285714285714,1,0,0.333333333333333,0,1,1,1,1,1,1,1,1,1,0.142857142857143
"21510",0.354838709677419,0.130909090909091,0,0.4,1,1,0,0.5,1,0.928571428571429,1,0.25,0.125,0.125,0.125,0,0.125,0.125,0.125,0.125,0.125,0,0,0.0102040816326531,0.230769230769231,1,1,1,1,1,1,0.285714285714286,1,1,1,1,1,0.142857142857143
"21511",0.354838709677419,0.130909090909091,0,0.8,1,0,0,0.5,0,0.5,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0306122448979592,1,0.0909090909090909,1,0.285714285714286,1,1,1,1,1,1,1,1,1,0.285714285714286
"21517",0.354838709677419,0.130909090909091,1,0.6,1,0.2,0,0.5,1,0.785714285714286,0,0.25,0.125,0.125,0,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0102040816326531,0,0.0909090909090909,0,1,1,1,0.285714285714286,1,1,1,1,1,1,0.285714285714286
"21539",0.354838709677419,0.130909090909091,1,0.8,1,0,0.6,0.5,1,0.785714285714286,0,0.25,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,1,0.125,0,0,0.0909090909090909,0.333333333333333,1,1,1,1,1,1,1,1,1,1,1
"21560",0.354838709677419,0.134545454545455,0,0.2,1,1,0,0.5,0,0.428571428571429,1,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0306122448979592,1,1,1,0.142857142857143,1,1,1,1,1,1,1,1,1,0.142857142857143
"21568",0.354838709677419,0.134545454545455,1,0,1,1,0,1,0,1,1,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0510204081632653,1,1,1,0.142857142857143,1,1,1,1,1,1,1,1,1,0.142857142857143
"21611",0.354838709677419,0.145454545454545,0,0.4,0,0.2,0,0.5,0,0.642857142857143,0,0.125,0.125,0.125,0,0,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0510204081632653,1,0,0.333333333333333,0.142857142857143,1,1,0.142857142857143,0.285714285714286,1,1,1,1,1,0.142857142857143
"21612",0.354838709677419,0.145454545454545,0,0,0,1,0,0.5,0,0.571428571428571,1,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0510204081632653,1,1,1,0.142857142857143,1,1,1,1,1,1,1,1,1,0.142857142857143
"21628",0.387096774193548,0.00363636363636364,0,0.2,1,1,0,0.5,0,0.428571428571429,1,0.25,0.125,0.125,0,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0306122448979592,1,1,1,1,1,1,0.142857142857143,1,1,1,1,1,1,0.142857142857143
"21635",0.387096774193548,0.00363636363636364,1,0.8,0,0.8,0.6,0.5,0,1,0,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,1,0.125,0.0408163265306122,1,0.272727272727273,0,0.285714285714286,1,1,1,1,1,1,1,1,1,1
"21639",0.387096774193548,0.00363636363636364,0,0.6,1,0,0,0.5,0,0.857142857142857,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0408163265306122,1,0.363636363636364,0.333333333333333,0.142857142857143,1,1,1,1,1,1,1,1,1,0.142857142857143
"21640",0.387096774193548,0.00363636363636364,1,0.4,1,1,0,0.5,0,0.285714285714286,1,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0714285714285714,1,1,1,0.142857142857143,1,1,1,1,1,1,1,1,1,0.142857142857143
"21642",0.387096774193548,0.00363636363636364,0,0.2,1,1,0,0.5,0,0.428571428571429,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0714285714285714,1,0.181818181818182,0.333333333333333,0.142857142857143,1,1,1,1,1,1,1,1,1,0.142857142857143
"21647",0.387096774193548,0.00363636363636364,0,0.4,1,0,0,0.5,0,0.642857142857143,0,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0306122448979592,1,0.181818181818182,0.333333333333333,0.142857142857143,1,1,1,1,1,1,1,1,1,0.142857142857143
"21649",0.387096774193548,0.00363636363636364,0,0.4,1,0,0,0.5,0,0.642857142857143,0,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0306122448979592,1,0.181818181818182,0.333333333333333,0.285714285714286,1,1,1,1,1,1,1,1,1,0.142857142857143
"21650",0.387096774193548,0.00363636363636364,0,0.8,1,0,0,0.5,0,0.357142857142857,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,1,0.125,0.0612244897959184,1,0.363636363636364,0.333333333333333,0.285714285714286,1,1,1,1,1,1,1,1,1,1
"21651",0.387096774193548,0.00363636363636364,1,0,1,1,0,1,0,0.714285714285714,1,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0510204081632653,1,1,1,0.142857142857143,1,1,1,1,1,1,1,1,1,0.142857142857143
"21654",0.387096774193548,0.00363636363636364,0,0,1,1,0,0.5,0,0.642857142857143,1,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0408163265306122,1,1,1,0.142857142857143,1,1,1,1,1,1,1,1,1,0.142857142857143
"21666",0.387096774193548,0.00545454545454545,0,0.4,1,0.2,0,0.5,0,0.428571428571429,0,0.25,0.125,0.125,0,0,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0102040816326531,1,0.181818181818182,0.333333333333333,1,1,1,0.285714285714286,0.285714285714286,1,1,1,1,1,0.142857142857143
"21670",0.387096774193548,0.00545454545454545,0,0.2,1,0.2,0,0.5,0,0.428571428571429,0,0.25,0.125,0.125,0,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0102040816326531,1,0.181818181818182,0.333333333333333,1,1,1,0.142857142857143,1,1,1,1,1,1,0.142857142857143
"21713",0.387096774193548,0.00909090909090909,0,0,0,1,0,1,1,0.714285714285714,1,0.25,0.125,0.125,0,0.125,0.125,0.125,0,0.125,0.125,0,0.125,0.0204081632653061,0.0769230769230769,1,1,1,1,1,0.142857142857143,1,1,1,0.142857142857143,1,1,0.142857142857143
"21725",0.387096774193548,0.00909090909090909,0,0,1,0.2,0,0.5,0,0.285714285714286,0,0.125,0.125,0.125,0,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0612244897959184,1,0.0909090909090909,0.333333333333333,0,1,1,0.142857142857143,1,1,1,1,1,1,0
"21727",0.387096774193548,0.00909090909090909,0,0.8,0,1,0,0.5,0,0.642857142857143,0,0,0.125,0,0,0,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0306122448979592,1,0,0.333333333333333,0,1,0.142857142857143,0.142857142857143,0.142857142857143,1,1,1,1,1,0.142857142857143
"21729",0.387096774193548,0.0127272727272727,0,0.6,1,0.2,0,0.5,0,0.428571428571429,0,0.25,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0,1,0,0.333333333333333,1,1,1,1,1,1,1,1,1,1,0.142857142857143
"21730",0.387096774193548,0.0127272727272727,1,0.2,1,0.2,1,0.5,1,0.785714285714286,0,0.25,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0408163265306122,0,0.0909090909090909,1,1,0.142857142857143,1,1,1,1,1,1,1,1,0.142857142857143
"21731",0.387096774193548,0.0127272727272727,0,0,1,1,1,1,0,0.428571428571429,1,0.125,0.125,0.125,0,0,0,0,0.125,0.125,0.125,0,0.125,0.0408163265306122,1,1,1,0.142857142857143,1,1,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,1,1,1,0
"21732",0.387096774193548,0.0127272727272727,0,0,1,1,0,1,1,0.714285714285714,1,0.25,0.125,0.125,0.125,0.125,0.125,0,0.125,0.125,0.125,1,0.125,0.0204081632653061,0.0769230769230769,1,1,1,1,1,1,1,1,0.142857142857143,1,1,1,1
"21734",0.387096774193548,0.0127272727272727,1,0.4,0,1,0,0.5,0,0.214285714285714,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0306122448979592,1,0.181818181818182,0.333333333333333,0,1,1,1,1,1,1,1,1,1,0
"21736",0.387096774193548,0.0127272727272727,0,0.4,0,1,0,0.5,1,0.785714285714286,1,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0306122448979592,0.461538461538462,1,1,0.142857142857143,1,1,1,1,1,1,1,1,1,0.142857142857143
"21740",0.387096774193548,0.0127272727272727,0,0.4,0,0.2,0,0.5,0,0.428571428571429,0,0,0.125,0.125,0,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0102040816326531,1,0.181818181818182,0.333333333333333,0.142857142857143,1,1,0.285714285714286,1,1,1,1,1,1,0.142857142857143
"21742",0.387096774193548,0.0127272727272727,0,0.2,1,1,0,0.5,0,0,1,0.125,0.125,0.125,0,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0714285714285714,1,1,1,0.142857142857143,1,1,0.285714285714286,1,1,1,1,1,1,0.142857142857143
"21748",0.387096774193548,0.0127272727272727,0,0.4,1,0,1,0.5,0,0.428571428571429,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0510204081632653,0.384615384615385,0.272727272727273,0.333333333333333,0.285714285714286,1,1,1,1,1,1,1,1,1,0.142857142857143
"21752",0.387096774193548,0.0127272727272727,0,1,1,0,0,0.5,0,0.857142857142857,0,0.25,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0612244897959184,0.153846153846154,0,0.333333333333333,1,1,1,1,1,1,1,1,1,1,0.142857142857143
"21756",0.387096774193548,0.0127272727272727,0,0.2,1,1,0,0.5,0,0.428571428571429,0,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0510204081632653,1,0.0909090909090909,1,0.142857142857143,1,1,1,1,1,1,1,1,1,0.142857142857143
"21759",0.387096774193548,0.0127272727272727,0,0,1,1,0,0.5,0,0.357142857142857,1,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0102040816326531,1,1,1,0.142857142857143,1,1,1,1,1,1,1,1,1,0.142857142857143
"21765",0.387096774193548,0.0181818181818182,0,1,0,0.8,0,0.5,0,0.571428571428571,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0,1,0.272727272727273,1,0.428571428571429,1,1,1,1,1,1,1,1,1,0.142857142857143
"21798",0.387096774193548,0.0218181818181818,1,0.4,0,1,0,0.5,0,0.428571428571429,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0306122448979592,1,0.272727272727273,0.333333333333333,0.142857142857143,1,1,1,1,1,1,1,1,1,0.142857142857143
"21799",0.387096774193548,0.0218181818181818,0,0,1,1,0,0.5,0,0.428571428571429,1,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0204081632653061,1,1,1,0.142857142857143,1,1,1,1,1,1,1,1,1,0.142857142857143
"21805",0.387096774193548,0.0218181818181818,1,0,1,1,0,1,1,0.714285714285714,1,0.25,0,0.125,0,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0612244897959184,0.0769230769230769,1,1,1,1,1,0.142857142857143,1,1,1,1,1,1,0.142857142857143
"21811",0.387096774193548,0.0218181818181818,0,0.4,1,0.2,0,0.5,0,0.214285714285714,0,0.125,0.125,0.125,0.125,0,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0510204081632653,1,0.272727272727273,0.333333333333333,0,1,1,1,0.285714285714286,1,1,1,1,1,0
"21818",0.387096774193548,0.0218181818181818,1,0.2,1,1,0,0.5,0,1,1,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0714285714285714,1,1,1,0.142857142857143,1,1,1,1,1,1,1,1,1,0.142857142857143
"21819",0.387096774193548,0.0218181818181818,0,0.2,1,1,0,0.5,0,1,1,0,0.125,0.125,0,0,0,0.125,0.125,0.125,0.125,0,0.125,0.0510204081632653,1,1,1,0.142857142857143,1,1,0.285714285714286,0.285714285714286,0.285714285714286,1,1,1,1,0.142857142857143
"21832",0.387096774193548,0.0272727272727273,0,0,1,1,0,0.5,0,0.428571428571429,1,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0306122448979592,1,1,1,0.142857142857143,1,1,1,1,1,1,1,1,1,0.142857142857143
"21836",0.387096774193548,0.0272727272727273,0,0.4,1,1,0,0.5,0,0.571428571428571,1,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0204081632653061,1,1,1,0.142857142857143,1,1,1,1,1,1,1,1,1,0.142857142857143
"21841",0.387096774193548,0.0272727272727273,1,0.2,1,0.2,0,0.5,1,0.785714285714286,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0,0,0.181818181818182,0.333333333333333,0.142857142857143,1,1,1,1,1,1,1,1,1,0.142857142857143
"21842",0.387096774193548,0.0272727272727273,0,0,1,1,0,1,1,0.714285714285714,1,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0204081632653061,0.0769230769230769,1,1,0.142857142857143,1,1,1,1,1,1,1,1,1,0.142857142857143
"21862",0.387096774193548,0.0309090909090909,1,0.2,1,1,0,0.5,0,0.428571428571429,0,0.125,0,0.125,0,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0408163265306122,1,0.181818181818182,0.333333333333333,0.142857142857143,1,1,0.142857142857143,1,1,1,1,1,1,0.142857142857143
"21867",0.387096774193548,0.0309090909090909,0,0,0,1,0,1,1,0.714285714285714,1,0.25,0.125,0.125,0,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0510204081632653,0.0769230769230769,1,1,1,1,1,0.142857142857143,1,1,1,1,1,1,0.142857142857143
"21925",0.387096774193548,0.0418181818181818,1,0,1,1,0,0.5,1,0.785714285714286,1,0.25,0.125,0.125,0,0,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0306122448979592,0,1,1,1,1,1,0.142857142857143,0.142857142857143,1,1,1,1,1,0.142857142857143
"21927",0.387096774193548,0.0454545454545455,0,0,0,1,0,1,1,0.714285714285714,1,0.25,1,0.125,0.125,0,0.125,0.125,0.125,0.125,0.125,1,0.125,0.0204081632653061,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"21929",0.387096774193548,0.0454545454545455,0,0.4,0,0,0,0.5,0,0.571428571428571,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,1,0.125,0.0102040816326531,1,0.363636363636364,0.333333333333333,0.142857142857143,1,1,1,1,1,1,1,1,1,1
"21945",0.387096774193548,0.0454545454545455,0,0.8,0,0,0,0.5,0,0.571428571428571,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,1,0.125,0,1,0.454545454545455,0.333333333333333,0.142857142857143,1,1,1,1,1,1,1,1,1,1
"21960",0.387096774193548,0.0454545454545455,0,0,1,1,0,1,1,0.714285714285714,1,0.25,0.125,0.125,0,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0408163265306122,0.0769230769230769,1,1,1,1,1,0.142857142857143,1,1,1,1,1,1,0.142857142857143
"21970",0.387096774193548,0.0454545454545455,1,1,0,0,0,0.5,1,0.785714285714286,0,0.25,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,1,0.125,0,0,0.454545454545455,0.333333333333333,1,1,1,1,1,1,1,1,1,1,1
"21990",0.387096774193548,0.0490909090909091,0,0.2,1,1,0,0.5,0,0.571428571428571,1,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0510204081632653,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"22006",0.387096774193548,0.0490909090909091,0,1,0,0,0,0,1,0.857142857142857,0,0.25,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,1,0.923076923076923,0,0.333333333333333,1,1,1,1,1,1,1,1,1,1,0.428571428571429
"22012",0.387096774193548,0.0490909090909091,0,0.6,0,0,0,0,0,0.571428571428571,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,1,1,0,0.333333333333333,0.142857142857143,1,1,1,1,1,1,1,1,1,0.142857142857143
"22019",0.387096774193548,0.0490909090909091,0,0.4,1,0,0,0.5,0,0.428571428571429,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0102040816326531,1,0.0909090909090909,0.333333333333333,0.142857142857143,1,1,1,1,1,1,1,1,1,0.142857142857143
"22023",0.387096774193548,0.0490909090909091,0,0.4,0,0,0,0.5,0,1,0,0.25,0.125,0.125,0,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0306122448979592,0.384615384615385,0.272727272727273,0,1,1,1,0.285714285714286,1,1,1,1,1,1,0.142857142857143
"22032",0.387096774193548,0.0490909090909091,0,0,0,1,0,0.5,0,0.428571428571429,1,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0408163265306122,1,1,1,0.142857142857143,1,1,1,1,1,1,1,1,1,0.142857142857143
"22044",0.387096774193548,0.0490909090909091,0,0,0,1,1,1,1,0.714285714285714,1,0.125,0,0,0,0,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0204081632653061,0.0769230769230769,1,1,0,1,1,0,1,1,1,1,1,1,0.142857142857143
"22051",0.387096774193548,0.0490909090909091,0,0.2,0,0.2,0,0.5,0,0.428571428571429,1,0.25,0.125,0.125,0,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0306122448979592,1,1,1,1,1,1,0.142857142857143,1,1,1,1,1,1,0.142857142857143
"22063",0.387096774193548,0.0490909090909091,0,0.6,0,1,0,0.5,0,0.428571428571429,1,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0306122448979592,1,1,1,0.142857142857143,1,1,1,1,1,1,1,1,1,1
"22073",0.387096774193548,0.0490909090909091,0,0.2,0,0.2,0,0.5,0,0.428571428571429,1,0.125,1,0.125,0.125,0.125,0.125,0.125,1,0.125,0.125,0,0.125,0.0306122448979592,1,1,1,0.142857142857143,1,1,1,1,1,1,1,1,1,0.142857142857143
"22081",0.387096774193548,0.0490909090909091,0,0.2,0,0.2,0,0.5,0,0.642857142857143,0,0.125,0.125,0.125,0,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0,1,0.363636363636364,0.333333333333333,0.142857142857143,1,1,0.142857142857143,1,1,1,1,1,1,0.142857142857143
"22083",0.387096774193548,0.0509090909090909,0,0.8,1,0,0,0.5,0,0.0714285714285714,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0714285714285714,1,0.181818181818182,0.333333333333333,0.142857142857143,1,1,1,1,1,1,1,1,1,0.142857142857143
"22085",0.387096774193548,0.0509090909090909,1,0.2,1,1,0,1,1,0.714285714285714,1,0.25,0.125,0.125,0,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0714285714285714,0.0769230769230769,1,1,1,1,1,1,1,1,1,1,1,1,0.142857142857143
"22087",0.387096774193548,0.0509090909090909,1,1,1,0.2,0,0.5,1,0.785714285714286,1,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0510204081632653,0,1,1,0.142857142857143,1,1,1,1,1,1,1,1,1,0.142857142857143
"22089",0.387096774193548,0.0509090909090909,0,0.4,1,0.2,0,0.5,0,0.428571428571429,0,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0510204081632653,1,0.181818181818182,0.333333333333333,0.142857142857143,1,1,1,1,1,1,1,1,1,0.142857142857143
"22097",0.387096774193548,0.0509090909090909,1,0,1,1,0,1,1,0.714285714285714,1,0.125,1,1,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0306122448979592,0.0769230769230769,1,1,0.142857142857143,1,1,1,1,1,1,1,1,1,1
"22098",0.387096774193548,0.0509090909090909,1,0.2,1,0.2,0,0.5,1,0.785714285714286,1,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0510204081632653,0,1,1,0.142857142857143,1,1,1,1,1,1,1,1,1,0.142857142857143
"22101",0.387096774193548,0.0509090909090909,0,0.4,1,0,0,1,0,0.0714285714285714,1,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125,0.0714285714285714,1,1,1,0.285714285714286,1,1,1,1,1,1,1,1,1,1
"22114",0.387096774193548,0.0509090909090909,0,0.8,1,1,0,0.5,0,0.571428571428571,1,0.25,0.125,0.125,0,0.125,0.125,0.125,0.125,0.125,0.125,1,0.125,0.0102040816326531,1,1,1,1,1,1,1,1,1,1,1,1,1,1
